#[s2-1]:LP1709-192-1ul-4-POS--05%-1.raw
#[s2-2]:LP1709-192-1ul-4-POS--05%-2.raw
#[s2-3]:LP1709-192-1ul-4-POS--05%-3.raw
#[s1-1]:LP1709-192-1ul-4-POS--CK1.raw
#[s1-2]:LP1709-192-1ul-4-POS--CK2.raw
#[s1-3]:LP1709-192-1ul-4-POS--CK3.raw
#[c-1]:QC1-1ul-4-POS--CK2.raw
#[c-2]:QC2-1ul-4-POS--CK2.raw
#normalize base:
#control group:c
#toprank filter:true
#mScoreThreshold:5.0
#cScoreThreshold:2.0

LipidIon	Class	FattyAcid	FA1	FA2	FA3	CalcMz	IonFormula	ARatio[s1/c]	ARatio[s2/c]	HRatio[s1/c]	HRatio[s2/c]	ADiff[s1/c]	ADiff[s2/c]	HDiff[s1/c]	HDiff[s2/c]	GroupArea[c]	GroupArea[s1]	GroupArea[s2]	GroupHeight[c]	GroupHeight[s1]	GroupHeight[s2]	GroupTopPos[c]	GroupTopPos[s1]	GroupTopPos[s2]	Area[s2-1]	Area[s2-2]	Area[s2-3]	Area[s1-1]	Area[s1-2]	Area[s1-3]	Area[c-1]	Area[c-2]	Height[s2-1]	Height[s2-2]	Height[s2-3]	Height[s1-1]	Height[s1-2]	Height[s1-3]	Height[c-1]	Height[c-2]	NormArea[s2-1]	NormArea[s2-2]	NormArea[s2-3]	NormArea[s1-1]	NormArea[s1-2]	NormArea[s1-3]	NormArea[c-1]	NormArea[c-2]	NormHeight[s2-1]	NormHeight[s2-2]	NormHeight[s2-3]	NormHeight[s1-1]	NormHeight[s1-2]	NormHeight[s1-3]	NormHeight[c-1]	NormHeight[c-2]	TopPos[s2-1]	TopPos[s2-2]	TopPos[s2-3]	TopPos[s1-1]	TopPos[s1-2]	TopPos[s1-3]	TopPos[c-1]	TopPos[c-2]	Hwhm(L)[s2-1]	Hwhm(L)[s2-2]	Hwhm(L)[s2-3]	Hwhm(L)[s1-1]	Hwhm(L)[s1-2]	Hwhm(L)[s1-3]	Hwhm(L)[c-1]	Hwhm(L)[c-2]	Hwhm(R)[s2-1]	Hwhm(R)[s2-2]	Hwhm(R)[s2-3]	Hwhm(R)[s1-1]	Hwhm(R)[s1-2]	Hwhm(R)[s1-3]	Hwhm(R)[c-1]	Hwhm(R)[c-2]	AreaScore[s2-1]	AreaScore[s2-2]	AreaScore[s2-3]	AreaScore[s1-1]	AreaScore[s1-2]	AreaScore[s1-3]	AreaScore[c-1]	AreaScore[c-2]	DataId[s2-1]	DataId[s2-2]	DataId[s2-3]	DataId[s1-1]	DataId[s1-2]	DataId[s1-3]	DataId[c-1]	DataId[c-2]	Scan[s2-1]	Scan[s2-2]	Scan[s2-3]	Scan[s1-1]	Scan[s1-2]	Scan[s1-3]	Scan[c-1]	Scan[c-2]	ObsMz[s2-1]	ObsMz[s2-2]	ObsMz[s2-3]	ObsMz[s1-1]	ObsMz[s1-2]	ObsMz[s1-3]	ObsMz[c-1]	ObsMz[c-2]	Rt[s2-1]	Rt[s2-2]	Rt[s2-3]	Rt[s1-1]	Rt[s1-2]	Rt[s1-3]	Rt[c-1]	Rt[c-2]	It.[s2-1]	It.[s2-2]	It.[s2-3]	It.[s1-1]	It.[s1-2]	It.[s1-3]	It.[c-1]	It.[c-2]	z[s2-1]	z[s2-2]	z[s2-3]	z[s1-1]	z[s1-2]	z[s1-3]	z[c-1]	z[c-2]	Delta(Da)[s2-1]	Delta(Da)[s2-2]	Delta(Da)[s2-3]	Delta(Da)[s1-1]	Delta(Da)[s1-2]	Delta(Da)[s1-3]	Delta(Da)[c-1]	Delta(Da)[c-2]	Delta(ppm)[s2-1]	Delta(ppm)[s2-2]	Delta(ppm)[s2-3]	Delta(ppm)[s1-1]	Delta(ppm)[s1-2]	Delta(ppm)[s1-3]	Delta(ppm)[c-1]	Delta(ppm)[c-2]	mScore[s2-1]	mScore[s2-2]	mScore[s2-3]	mScore[s1-1]	mScore[s1-2]	mScore[s1-3]	mScore[c-1]	mScore[c-2]	tScore[s2-1]	tScore[s2-2]	tScore[s2-3]	tScore[s1-1]	tScore[s1-2]	tScore[s1-3]	tScore[c-1]	tScore[c-2]	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	1.264117340723416	0.7680252135386767	1.4769134581433963	0.9189886774791824	528212.1665000047	-463929.79799999995	172436.805	-29291.129000000015	1999914.754	2528126.9205000047	1535984.956	361568.335	534005.14	332277.206	4.6990989514826325	4.6990989514826325	4.6990989514826325	1104469.662	297503.786	1535984.956	2528126.9205000047	1206654.792	1636790.871	1999914.754	1109466.381	123819.636	103507.614	332277.206	534005.14	401954.013	170497.801	193988.496	361568.335	1104469.662	297503.786	1535984.956	2528126.9205000047	1206654.792	1636790.871	1999914.754	1109466.381	123819.636	103507.614	332277.206	534005.14	401954.013	170497.801	193988.496	361568.335	4.796	4.651	4.709	5.235	4.685	4.658	4.721	4.69	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.82	1.0	1.0			2272					2266			MS2					MS2			876.796705					876.797431			4.6990989514826325					4.6990989514826325			305520.71875					381401.6875	1	1	1	1	1	1	1	1			-0.004760469999951056					-0.00403446999996504			-5.42938516377113					-4.601367811234788			35.21515342619969					7.572355311063704			18.406008523527216					18.4113113025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	1.5690027448273853	1.1617095895565297	0.8813458261431687	1.2018431145480468	478204.22399999993	135904.80799999996	-31004.913	52742.58800000002	840425.162	1318629.386	976329.97	261304.866	230299.953	314047.454	5.106734033983157	5.106734033983157	5.106734033983157	441064.25669999863	419943.536	976329.97	256252.867	1318629.386	1038463.703	840425.162	430602.157	54679.39	314047.454	248946.89	161330.578	230299.953	193582.333	244485.426	261304.866	441064.25669999863	419943.536	976329.97	256252.867	1318629.386	1038463.703	840425.162	430602.157	54679.39	314047.454	248946.89	161330.578	230299.953	193582.333	244485.426	261304.866	4.797	5.065	4.908	5.126	5.13	5.119	5.113	5.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		2417		2393	2378		2437			MS2		MS2	MS2		MS2			876.799475		876.799358	876.799133		876.801437			5.106734033983157		5.106734033983157	5.106734033983157		5.106734033983157			285883.9375		158369.8125	236846.4375		139629.46875		1	1	1	1	1	1	1	1		-0.0019904699998960496		-0.0021074699999417135	-0.0023324699999420773		-2.8469999961089343E-5			-2.270152767426272		-2.403592865654127	-2.6602085391636527		-0.03247027314140957			6.155296698583834		7.000371330729113	6.3184824347410675		6.528791154671405			18.069453713835728		18.142705197665723	18.196369882416768		18.035707927329717		
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	6.098824859366061	4.7222702652113755	1.5743835175051424	7.829724210536356	3024877.4960000003	2208236.578	124892.38799999998	1485036.635	593249.931	3618127.427	2801486.509	217437.277	342329.665	1702473.912	5.477174649921114	5.477174649921114	5.477174649921114	1179450.439	2801486.509	288041.794	2715347.974	861838.846	3618127.427	494043.857	593249.931	128467.254	1702473.912	180871.239	342329.665	274796.242	125493.631	175982.33	217437.277	1179450.439	2801486.509	288041.794	2715347.974	861838.846	3618127.427	494043.857	593249.931	128467.254	1702473.912	180871.239	342329.665	274796.242	125493.631	175982.33	217437.277	5.615	5.469	5.5	5.658	5.45	5.608	5.54	5.47	0.0	0.0	0.0	0.064	0.0	0.175	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.276	0.0	0.0	1.0	1.0	1.0	0.75	1.0	0.8	1.0	1.0	2471	2537	2537		2522	2549		2590	MS2	MS2	MS2		MS2	MS2		MS2	876.800101	876.799199	876.799265		876.799822	876.799565		876.800665	5.477174649921114	5.477174649921114	5.477174649921114		5.477174649921114	5.477174649921114		5.477174649921114	118012.054688	1710249.5	174608.75		282179.25	141955.0		115741.0625	1	1	1	1	1	1	1	1	-0.001364469999884932	-0.0022664699998813376	-0.0022004699999342847		-0.0016434699999763325	-0.001900469999895904		-8.00469999944653E-4	-1.5561918215005224	-2.5849345945481006	-2.5096606613945123		-1.874394737063014	-2.1675065622934353		-0.9129435356526964	5.46359738282802	6.994198183880143	6.365697911333666		6.7331444702072405	5.226023691812369		7.0527787814246485	18.009661203144987	17.79880171383573	17.822254523527214		17.87492588241677	17.810888643027223		17.7037553025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	0.6820543370176332	0.6837190574003565	1.2532060619290062	0.48446686881146256	-1135430.8531999965	-1129485.8911999962	216416.27699999989	-440628.31700000004	3571147.4801999964	2435716.627	2441661.589	854704.17	1071120.447	414075.853	5.859915825697092	5.859915825697092	5.859915825697092	2441661.589	352283.7	1782465.887	2435716.627	2082309.643	1452200.72	3571147.4801999964	665734.546	201481.396	259101.805	414075.853	1071120.447	671808.372	157874.627	854704.17	182940.681	2441661.589	352283.7	1782465.887	2435716.627	2082309.643	1452200.72	3571147.4801999964	665734.546	201481.396	259101.805	414075.853	1071120.447	671808.372	157874.627	854704.17	182940.681	6.09	5.762	6.026	5.8	5.966	5.944	6.161	5.743	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.76	1.0	1.0	2845	2752	2819	2836	2752	2751		2814	MS2	MS2	MS2	MS2	MS2	MS2		MS2	876.799075	876.799034	876.79909	876.798821	876.798731	876.799997		876.799377	5.859915825697092	5.859915825697092	5.859915825697092	5.859915825697092	5.859915825697092	5.859915825697092		5.859915825697092	193700.140625	606399.875	120755.914063	151228.6875	693617.8125	184292.75		127502.046875	1	1	1	1	1	1	1	1	-0.002390469999909328	-0.0024314699999195	-0.0023754699999471995	-0.002644469999950161	-0.0027344699999503064	-0.0014684699999634176		-0.002088469999875997	-2.7263583785372574	-2.773119477205393	-2.709250660652413	-3.0160491577083413	-3.1186955370402374	-1.6748050710618243		-2.381923103624328	7.091791824090023	47.132360107616115	5.5339165606183425	6.306958032936515	7.104768024194615	6.368455274351636		28.16395164185782	17.18639420314499	17.32750671383573	17.195352523527216	17.151174197665725	17.364595882416772	17.364383643027224		17.2153543025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	1.6995019857234008	0.42061501758228487	1.453535954358431	0.40539829890673484	3403019.6349000437	-2818660.2920000004	425238.81799999997	-557503.1529999999	4864917.762	8267937.396900044	2046257.47	937607.733	1362846.551	380104.58	6.188457576613697	6.188457576613697	6.188457576613697	2046257.47	846009.597	1150110.121	8267937.396900044	2805483.873	4508492.105400006	4864917.762	414429.849	119487.155	195374.201	380104.58	1268205.3199999998	1362846.551	1057986.0699999998	937607.733	131635.079	2046257.47	846009.597	1150110.121	8267937.396900044	2805483.873	4508492.105400006	4864917.762	414429.849	119487.155	195374.201	380104.58	1268205.3199999998	1362846.551	1057986.0699999998	937607.733	131635.079	6.119	6.197	6.247	6.748	6.204	6.592	6.162	6.078	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	1.0	1.0	1.0	1.0	1.0	1.0	1.0		2878	2947		3024		3144	2944		MS2	MS2		MS2		MS2	MS2		876.798859	876.79779		876.798113		876.799325	876.798931		6.188457576613697	6.188457576613697		6.188457576613697		6.188457576613697	6.188457576613697		184891.25	271835.5625		130915.414063		173927.953125	151470.625	1	1	1	1	1	1	1	1		-0.002606469999932415	-0.0036754699999619334		-0.003352469999981622		-0.0021404699999720833	-0.0025344699998868236		-2.9727095816305438	-4.1919217207049675		-3.823534577632241		-2.441229822895095	-2.8905925004031734		6.064151962433617	6.429078300762236		7.7707672195702715		29.724883365312042	23.566645607940035		17.05905171383573	16.918618523527215		16.78087288241677		16.504367927329717	16.9327853025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	0.734169620776947	0.17657298306357425	4.515791011152736	0.7932583757264073	-2052289.5930000003	-6357101.481000001	975402.994	-57357.33400000003	7720297.428	5668007.835	1363195.947	277434.862	1252837.856	220077.528	6.42202583406782	6.42202583406782	6.42202583406782	341329.637	717508.001	1363195.947	644481.972	1257734.719	5668007.835	7720297.428	522574.2611999993	176491.11	220077.528	109846.249	178066.478	197312.888	1252837.856	277434.862	145341.41	341329.637	717508.001	1363195.947	644481.972	1257734.719	5668007.835	7720297.428	522574.2611999993	176491.11	220077.528	109846.249	178066.478	197312.888	1252837.856	277434.862	145341.41	6.413	6.47	6.245	6.442	6.404	6.592	6.241	6.731	0.0	0.0	0.097	0.0	0.053	0.0	0.228	0.0	0.0	0.0	0.098	0.0	0.047	0.0	0.208	0.0	1.0	1.0	0.68	1.0	0.85	1.0	0.68	1.0				2907	3090							MS2	MS2							876.798952	876.798085							6.42202583406782	6.42202583406782							142137.9375	206095.65625				1	1	1	1	1	1	1	1				-0.0025134699999398435	-0.003380469999910929							-2.866641687661231	-3.8554690559919362							7.2980995799977215	5.103587301938501							16.997046197665725	16.63679688241677				
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	0.7533019437580456	0.3141789645222669	10.522423667181936	2.561560767277796	-2175526.643	-6047967.9399999995	1548629.4279999998	253956.245	8818580.398	6643053.755	2770612.458	162629.755	1711259.183	416586.0	6.75579302865832	6.75579302865832	6.75579302865832	2218164.621	2770612.458	2719719.055	5786692.708	2310564.911	6643053.755	8818580.398	858771.833	283754.698	416586.0	300828.77	1711259.183	227272.328	921841.635	162629.755	140121.096	2218164.621	2770612.458	2719719.055	5786692.708	2310564.911	6643053.755	8818580.398	858771.833	283754.698	416586.0	300828.77	1711259.183	227272.328	921841.635	162629.755	140121.096	6.774	6.934	6.709	6.749	6.61	6.583	6.865	6.609	0.0	0.0	0.0	0.0	0.095	0.0	0.264	0.05	0.0	0.0	0.0	0.0	0.064	0.0	0.585	0.046	1.0	1.0	1.0	1.0	0.85	1.0	0.73	0.61	2979	3071	3093	3173	3174			3403	MS2	MS2	MS2	MS2	MS2			MS2	876.798075	876.798334	876.797502	876.797998	876.797362			876.797601	6.75579302865832	6.75579302865832	6.75579302865832	6.75579302865832	6.75579302865832			6.75579302865832	195614.84375	198433.078125	286499.46875	211571.09375	224593.109375			251187.671875	1	1	1	1	1	1	1	1	-0.0033904699998856813	-0.0031314699999711593	-0.003963469999916924	-0.0034674699999186487	-0.004103469999904519			-0.0038644699999395016	-3.866874227328979	-3.571480372939475	-4.520390981162786	-3.9546940555974195	-4.680063616283124			-4.407479648549688	6.069674891095088	35.83408770648621	6.220600915121882	19.145965752962756	5.96365474776199			6.289298842237787	16.90110820314499	16.643787713835728	16.607897523527214	16.432119197665724	16.46085388241677			15.9567583025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	0.7951383662201713	2.634286361672537	1.4615605956198	0.43832109050364393	-1824373.9589999951	1.4553967108299991E7	410097.0599999998	-499052.28400000004	8905395.926700009	7081021.967700014	2.3459363035E7	888501.02	1298598.0799999998	389448.736	7.033485730836863	7.033485730836863	7.033485730836863	290571.086	2.3459363035E7	851240.537	7081021.967700014	4110479.086	5371531.964	8818580.398	8905395.926700009	291153.304	298397.538	389448.736	1298598.0799999998	181157.693	246132.126	162629.755	888501.02	290571.086	2.3459363035E7	851240.537	7081021.967700014	4110479.086	5371531.964	8818580.398	8905395.926700009	291153.304	298397.538	389448.736	1298598.0799999998	181157.693	246132.126	162629.755	888501.02	6.983	7.218	7.057	6.748	6.899	7.056	6.865	7.38	0.0	0.538	0.0	0.0	0.136	0.157	0.264	0.0	0.0	0.694	0.0	0.0	0.219	0.185	0.585	0.0	1.0	0.83	1.0	1.0	0.73	0.81	0.73	1.0	3346		3247			3295			MS2		MS2			MS2			876.796974		876.797629			876.79806			7.033485730836863		7.033485730836863			7.033485730836863			231805.6875		160143.015625			335056.90625			1	1	1	1	1	1	1	1	-0.0044914699999480945		-0.003836469999896508			-0.003405469999961497			-5.122585185902389		-4.375545134804118			-3.883981984951996			7.323758298805175		6.973928754630722			7.081587485014979			16.12046620314499		16.277133523527215			16.187939643027224			
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	0.9861605118867277	0.5457939380752769	0.5831212705541946	1.485791731724984	-94262.9980000006	-3093671.1500000004	-437657.627	510005.52799999993	6811162.178	6716899.18	3717491.028	1049843.986	612186.359	1559849.514	7.450781093231992	7.450781093231992	7.450781093231992	886161.341	2262004.405	3717491.028	6716899.18	3290307.105	3496224.4089000085	6811162.178	2426065.854	279510.411	1019270.637	1559849.514	596771.285	612186.359	379474.88	329018.826	1049843.986	886161.341	2262004.405	3717491.028	6716899.18	3290307.105	3496224.4089000085	6811162.178	2426065.854	279510.411	1019270.637	1559849.514	596771.285	612186.359	379474.88	329018.826	1049843.986	7.329	7.418	7.447	7.577	7.491	7.764	7.63	7.377	0.0	0.0	0.0	0.0	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.85	1.0	3579	3380	3343	3386	3499		3495	3472	MS2	MS2	MS2	MS2	MS2		MS2	MS2	876.797667	876.797357	876.797029	876.797396	876.797271		876.797942	876.798075	7.450781093231992	7.450781093231992	7.450781093231992	7.450781093231992	7.450781093231992		7.450781093231992	7.450781093231992	308812.875	177928.5	243412.34375	244392.953125	319901.21875		293631.625	435692.71875	1	1	1	1	1	1	1	1	-0.003798469999878762	-0.004108469999891895	-0.004436469999973269	-0.004069469999876674	-0.0041944699999021395		-0.003523469999890949	-0.0033904699998856813	-4.332205440886638	-4.6857662113237355	-5.059856589101347	-4.641285971602133	-4.78385085646147		-4.018563031240063	-3.866874227328979	25.167342195189896	27.75793571688904	44.28540511155712	39.959710785688756	41.179581158809206		43.16284841647385	5.385734598032206	15.620267203144987	15.989375713835729	16.066978523527215	15.979324197665724	15.77192588241677		15.751551927329716	15.8088243025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	0.3614046993306114	1.2110497315544477	1.3578477924224799	2.1574658279146206	-4953366.084	1637040.8319999995	207033.8089999999	669654.988	7756659.153	2803293.069	9393699.985	578552.707	785586.516	1248207.695	7.891419297770361	7.891419297770361	7.891419297770361	2751040.344	9393699.985	3957837.32	1105677.966	1370981.937	2803293.069	7756659.153	2347183.58	1248207.695	199399.552	704605.106	538307.319	785586.516	577004.253	371221.102	578552.707	2751040.344	9393699.985	3957837.32	1105677.966	1370981.937	2803293.069	7756659.153	2347183.58	1248207.695	199399.552	704605.106	538307.319	785586.516	577004.253	371221.102	578552.707	7.943	7.825	7.814	7.934	7.81	7.976	7.929	7.901	0.0	0.21	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.528	0.0	0.0	0.0	0.0	0.242	0.0	1.0	0.7	1.0	1.0	1.0	1.0	0.85	1.0	3729	3582	3725	3680	3643	3753	3626	3662	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	876.797406	876.797248	876.797016	876.798184	876.797267	876.797764	876.798001	876.797223	7.891419297770361	7.891419297770361	7.891419297770361	7.891419297770361	7.891419297770361	7.891419297770361	7.891419297770361	7.891419297770361	348289.375	201403.203125	766106.25	380416.71875	337627.4375	342819.125	362335.4375	580656.5625	1	1	1	1	1	1	1	1	-0.004059469999901921	-0.004217469999957757	-0.0044494699999404475	-0.003281469999933506	-0.0041984699998920405	-0.0037014699998962897	-0.003464469999926223	-0.004242469999894638	-4.629880782600554	-4.810082799761524	-5.074683347604357	-3.7425578735325438	-4.788412933435723	-4.221575186676289	-3.9512725035680334	-4.8385957830294055	37.441043716172814	26.458976932597526	41.15270168803967	5.342436704407248	6.344332752755081	7.083284427266319	37.807885936411616	37.561964628435796	15.297359203144989	15.55600171383573	15.248688523527216	15.353072197665725	15.46470688241677	15.210756643027224	15.471961927329716	15.400591302561502	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	3.3843176927185805	1.7344603084245414	0.7851596030869553	0.5508648561855523	7750916.767999999	2387576.428	-424128.63800000004	-886663.2139999999	3250790.275	1.1001707043E7	5638366.703	1974156.835	1550028.197	1087493.621	8.29493080294162	8.29493080294162	8.29493080294162	3746081.087	1181102.347	5638366.703	3925286.227	1.1001707043E7	3103379.613	1137101.736	3250790.275	1060026.318	507063.657	1087493.621	1422318.362	566998.018	1550028.197	712621.307	1974156.835	3746081.087	1181102.347	5638366.703	3925286.227	1.1001707043E7	3103379.613	1137101.736	3250790.275	1060026.318	507063.657	1087493.621	1422318.362	566998.018	1550028.197	712621.307	1974156.835	8.361	8.223	8.441	8.154	8.274	8.222	8.341	8.31	0.0	0.0	0.0	0.0	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.63	1.0	1.0	1.0	3877	3762	3848	3749	4004	3820	3970	3724	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	876.798542	876.797596	876.797725	876.798307	876.798718	876.798394	876.798997	876.79767	8.29493080294162	8.29493080294162	8.29493080294162	8.29493080294162	8.29493080294162	8.29493080294162	8.29493080294162	8.29493080294162	367304.3125	248243.8125	311001.71875	313145.65625	460609.0	1620131.0	348089.875	310853.09375	1	1	1	1	1	1	1	1	-0.0029234699999278746	-0.003869469999926878	-0.003740469999911511	-0.003158469999902991	-0.0027474699999174845	-0.003071469999895271	-0.002468469999939771	-0.003795469999886336	-3.3342530022022725	-4.413182240481444	-4.2660553890604	-3.6022743186563417	-3.133522237981342	-3.5030493889882623	-2.8153185212335528	-4.328783886273912	72.78770910990279	33.52383969659104	31.667826464015185	30.309118434314836	34.123912053701495	33.95504030208458	49.55496365324141	5.077490803057084	14.977555203144988	15.169012713835729	14.984060523527216	15.203496197665725	14.69070788241677	15.064740643027223	14.733102927329716	15.2676043025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	0.59164391214024	0.5193457208214494	0.8091931417046647	2.8227656912212473	-4149824.529	-4884538.218	-228817.238	2185876.4129999997	1.0162269285E7	6012444.756	5277731.067	1199208.666	970391.428	3385085.079	8.620840126263085	8.620840126263085	8.620840126263085	464745.885	5277731.067	5178750.258	1209940.905	3663933.249	6012444.756	1.0162269285E7	2176047.2	1161519.667	359662.676	3385085.079	781675.286	478034.191	970391.428	1199208.666	1046169.584	464745.885	5277731.067	5178750.258	1209940.905	3663933.249	6012444.756	1.0162269285E7	2176047.2	1161519.667	359662.676	3385085.079	781675.286	478034.191	970391.428	1199208.666	1046169.584	8.702	8.648	8.593	8.667	8.542	8.578	8.87	8.719	0.0	0.16	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.059	0.0	0.0	0.0	1.0	0.85	1.0	1.0	0.63	1.0	1.0	1.0	4021	4109	4059	4108	4140	4066		3986	MS2	MS2	MS2	MS2	MS2	MS2		MS2	876.798161	876.797734	876.797512	876.798971	876.79853	876.79836		876.798164	8.620840126263085	8.620840126263085	8.620840126263085	8.620840126263085	8.620840126263085	8.620840126263085		8.620840126263085	295489.96875	1074833.125	585756.625	1322766.625	1212352.875	455808.0		398894.375	1	1	1	1	1	1	1	1	-0.0033044699998754368	-0.003731469999934234	-0.003953469999942172	-0.002494469999874127	-0.0029354699998975775	-0.003105469999923116		-0.003301469999883011	-3.7687897620729482	-4.2557907266504715	-4.508985794918855	-2.84497190556316	-3.347939193571061	-3.541826945393445		-3.7653682113157187	6.216469082254154	5.571311926056199	49.44053796825427	29.948895606449028	37.85630632966724	31.180745679555766		50.11617214447398	14.671069203144988	14.42400071383573	14.529603523527214	14.436351197665724	14.39606988241677	14.538100643027224		14.7065773025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	1.2333141395202567	0.911510228212132	1.1750659088703095	0.7417821725030355	1190228.1270000003	-451421.48500000034	223657.43800000008	-329889.115	5101397.324	6291625.451	4649975.839	1277561.345	1501218.783	947672.23	8.863213350875961	8.863213350875961	8.863213350875961	3700701.737	4649975.839	2955753.749	3999896.774	6291625.451	1226470.726	5101397.324	1673014.482	691551.682	507013.133	947672.23	1501218.783	1326438.046	562039.092	1277561.345	882600.844	3700701.737	4649975.839	2955753.749	3999896.774	6291625.451	1226470.726	5101397.324	1673014.482	691551.682	507013.133	947672.23	1501218.783	1326438.046	562039.092	1277561.345	882600.844	8.96	8.848	8.82	8.826	8.868	8.825	8.873	8.886	0.036	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.85	1.0	1.0	1.0	1.0	1.0	1.0	4156	4315	4130	4231	4203	4227	4036	4176	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	876.798289	876.798886	876.798171	876.799075	876.798989	876.799378	876.798412	876.798219	8.863213350875961	8.863213350875961	8.863213350875961	8.863213350875961	8.863213350875961	8.863213350875961	8.863213350875961	8.863213350875961	868970.5	653597.0625	559124.875	399521.46875	484609.15625	406539.8125	452010.375	642788.9375	1	1	1	1	1	1	1	1	-0.003176469999971232	-0.0025794699998868964	-0.0032944699999006843	-0.002390469999909328	-0.0024764699999195727	-0.0020874699998785218	-0.0030534699999407167	-0.003246469999908186	-3.622803616984207	-2.9419156745574284	-3.757384592973237	-2.7263583785372574	-2.824442639301506	-2.3807825898661257	-3.482520095706981	-3.702639784786316	53.839631950180774	7.217409512920264	40.752614703273956	69.25968987795473	7.313544734131929	6.7038813501214465	48.289478689373425	51.6425792413609	14.379327203144989	13.98962871383573	14.378058523527216	14.171394197665725	14.26284588241677	14.192969643027224	14.590338927329716	14.3017133025615	
