#[s2-1]:LP1709-192-1ul-4-POS--05%-1.raw
#[s2-2]:LP1709-192-1ul-4-POS--05%-2.raw
#[s2-3]:LP1709-192-1ul-4-POS--05%-3.raw
#[s1-1]:LP1709-192-1ul-4-POS--CK1.raw
#[s1-2]:LP1709-192-1ul-4-POS--CK2.raw
#[s1-3]:LP1709-192-1ul-4-POS--CK3.raw
#[c-1]:QC1-1ul-4-POS--CK2.raw
#[c-2]:QC2-1ul-4-POS--CK2.raw
#normalize base:
#control group:c
#toprank filter:true
#mScoreThreshold:5.0
#cScoreThreshold:2.0

LipidIon	Class	FattyAcid	FA1	FA2	FA3	CalcMz	IonFormula	ARatio[s1/c]	ARatio[s2/c]	HRatio[s1/c]	HRatio[s2/c]	ADiff[s1/c]	ADiff[s2/c]	HDiff[s1/c]	HDiff[s2/c]	GroupArea[c]	GroupArea[s1]	GroupArea[s2]	GroupHeight[c]	GroupHeight[s1]	GroupHeight[s2]	GroupTopPos[c]	GroupTopPos[s1]	GroupTopPos[s2]	Area[s2-1]	Area[s2-2]	Area[s2-3]	Area[s1-1]	Area[s1-2]	Area[s1-3]	Area[c-1]	Area[c-2]	Height[s2-1]	Height[s2-2]	Height[s2-3]	Height[s1-1]	Height[s1-2]	Height[s1-3]	Height[c-1]	Height[c-2]	NormArea[s2-1]	NormArea[s2-2]	NormArea[s2-3]	NormArea[s1-1]	NormArea[s1-2]	NormArea[s1-3]	NormArea[c-1]	NormArea[c-2]	NormHeight[s2-1]	NormHeight[s2-2]	NormHeight[s2-3]	NormHeight[s1-1]	NormHeight[s1-2]	NormHeight[s1-3]	NormHeight[c-1]	NormHeight[c-2]	TopPos[s2-1]	TopPos[s2-2]	TopPos[s2-3]	TopPos[s1-1]	TopPos[s1-2]	TopPos[s1-3]	TopPos[c-1]	TopPos[c-2]	Hwhm(L)[s2-1]	Hwhm(L)[s2-2]	Hwhm(L)[s2-3]	Hwhm(L)[s1-1]	Hwhm(L)[s1-2]	Hwhm(L)[s1-3]	Hwhm(L)[c-1]	Hwhm(L)[c-2]	Hwhm(R)[s2-1]	Hwhm(R)[s2-2]	Hwhm(R)[s2-3]	Hwhm(R)[s1-1]	Hwhm(R)[s1-2]	Hwhm(R)[s1-3]	Hwhm(R)[c-1]	Hwhm(R)[c-2]	AreaScore[s2-1]	AreaScore[s2-2]	AreaScore[s2-3]	AreaScore[s1-1]	AreaScore[s1-2]	AreaScore[s1-3]	AreaScore[c-1]	AreaScore[c-2]	DataId[s2-1]	DataId[s2-2]	DataId[s2-3]	DataId[s1-1]	DataId[s1-2]	DataId[s1-3]	DataId[c-1]	DataId[c-2]	Scan[s2-1]	Scan[s2-2]	Scan[s2-3]	Scan[s1-1]	Scan[s1-2]	Scan[s1-3]	Scan[c-1]	Scan[c-2]	ObsMz[s2-1]	ObsMz[s2-2]	ObsMz[s2-3]	ObsMz[s1-1]	ObsMz[s1-2]	ObsMz[s1-3]	ObsMz[c-1]	ObsMz[c-2]	Rt[s2-1]	Rt[s2-2]	Rt[s2-3]	Rt[s1-1]	Rt[s1-2]	Rt[s1-3]	Rt[c-1]	Rt[c-2]	It.[s2-1]	It.[s2-2]	It.[s2-3]	It.[s1-1]	It.[s1-2]	It.[s1-3]	It.[c-1]	It.[c-2]	z[s2-1]	z[s2-2]	z[s2-3]	z[s1-1]	z[s1-2]	z[s1-3]	z[c-1]	z[c-2]	Delta(Da)[s2-1]	Delta(Da)[s2-2]	Delta(Da)[s2-3]	Delta(Da)[s1-1]	Delta(Da)[s1-2]	Delta(Da)[s1-3]	Delta(Da)[c-1]	Delta(Da)[c-2]	Delta(ppm)[s2-1]	Delta(ppm)[s2-2]	Delta(ppm)[s2-3]	Delta(ppm)[s1-1]	Delta(ppm)[s1-2]	Delta(ppm)[s1-3]	Delta(ppm)[c-1]	Delta(ppm)[c-2]	mScore[s2-1]	mScore[s2-2]	mScore[s2-3]	mScore[s1-1]	mScore[s1-2]	mScore[s1-3]	mScore[c-1]	mScore[c-2]	tScore[s2-1]	tScore[s2-2]	tScore[s2-3]	tScore[s1-1]	tScore[s1-2]	tScore[s1-3]	tScore[c-1]	tScore[c-2]	
TG(18:0/16:0/18:1)+NH4	TG	(18:0/16:0/18:1)	(18:0)	(16:0)	(18:1)	878.81711547	C55 H108 O6 N1	1.605538791548857	1.0857840274973027	1.950226577935157	2.3084723596182797	4.0086528769E7	5678882.896000005	1.0489646703E7	1.4444357895000001E7	6.619977007E7	1.06286298839E8	7.1878652966E7	1.1039100512E7	2.1528747215E7	2.5483458407E7	31.834	31.834	31.834	4.8443902702E7	3.2385459284E7	7.1878652966E7	1.8822096286E7	1.06286298839E8	2.6796089672E7	4.1561308181E7	6.619977007E7	1.3381460237E7	4613226.601	2.5483458407E7	4775674.286	2.1528747215E7	3452088.719	5861448.24	1.1039100512E7	4.8443902702E7	3.2385459284E7	7.1878652966E7	1.8822096286E7	1.06286298839E8	2.6796089672E7	4.1561308181E7	6.619977007E7	1.3381460237E7	4613226.601	2.5483458407E7	4775674.286	2.1528747215E7	3452088.719	5861448.24	1.1039100512E7	31.825	31.834	31.793	31.781	31.855	31.862	31.861	31.814	0.023	0.058	0.0	0.027	0.0	0.086	0.072	0.058	0.033	0.052	0.0	0.034	0.0	0.036	0.039	0.036	0.85	0.87	1.0	0.78	1.0	0.87	0.89	0.84		15223								MS2								878.810475								31.834								824509.4375							1	1	1	1	1	1	1	1		-0.006640469999979359								-7.55619788803511								22.851357778637265								8.280826229715046							
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	1.1103563284452935	1.995199799360995	1.5319580285801455	1.7807730743341623	118220.02300000004	1066115.055	161722.495	237365.662	1071257.305	1189477.328	2137372.36	304013.637	465736.132	541379.299	0.1419058885358378	0.1419058885358378	0.1419058885358378	479426.452	313852.739	2137372.36	1189477.328	807817.764	734486.242	1071257.305	479848.803	86401.387	221819.894	541379.299	465736.132	283007.572	305337.039	304013.637	103955.78	479426.452	313852.739	2137372.36	1189477.328	807817.764	734486.242	1071257.305	479848.803	86401.387	221819.894	541379.299	465736.132	283007.572	305337.039	304013.637	103955.78	0.172	0.163	0.166	0.211	0.112	0.175	0.074	0.158	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.77	1.0	1.0	1.0	1.0	1.0	1.0	0.94	104	82	72	142	144	75	18	103	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	876.799965	876.800842	876.800506	876.800583	876.799781	876.800539	876.800694	876.800015	0.1419058885358378	0.1419058885358378	0.1419058885358378	0.1419058885358378	0.1419058885358378	0.1419058885358378	0.1419058885358378	0.1419058885358378	165118.109375	147119.546875	540380.1875	125657.789063	197520.65625	278633.1875	202736.828125	94802.710938	1	1	1	1	1	1	1	1	-0.0015004699998826254	-6.234699999367876E-4	-9.594699998842771E-4	-8.824699999649965E-4	-0.0016844699998728174	-9.26469999967594E-4	-7.714699999041841E-4	-0.0014504699998951764	-1.7113014610834696	-0.7110732335402877	-1.09428472391447	-1.0064653981742755	-1.9211557559242256	-1.0566478681926756	-0.8798687347637831	-1.6542758527156767	7.714152318687995	43.20189475911872	41.58138410509866	45.937660596994135	54.86384403578295	6.781611680593087	7.842439381193865	7.1561851940610675	23.092930203144988	23.08317871383573	23.157402523527214	22.950423197665724	23.00218788241677	23.117255643027224	23.252732927329717	23.068236302561502	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	1.897303376984937	4.472136248178176	0.9141644662819527	0.7991165110495053	847108.9169999999	3277907.6199999996	-32682.927000000025	-76488.84000000003	944060.77	1791169.687	4221968.39	380762.204	348079.277	304273.364	0.38239939833995357	0.38239939833995357	0.38239939833995357	4221968.39	2082781.787	723149.571	1791169.687	262161.098	917308.599	944060.77	561183.161	170766.943	302354.506	304273.364	348079.277	287690.529	238810.838	380762.204	171097.171	4221968.39	2082781.787	723149.571	1791169.687	262161.098	917308.599	944060.77	561183.161	170766.943	302354.506	304273.364	348079.277	287690.529	238810.838	380762.204	171097.171	0.523	0.403	0.396	0.446	0.4	0.261	0.352	0.402	0.196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	1.0	1.0	1.0	1.0	1.0	1.0	1.0	290	267	197		205	227	204	298	MS2	MS2	MS2		MS2	MS2	MS2	MS2	876.799873	876.80032	876.799994		876.79975	876.800555	876.800469	876.800057	0.38239939833995357	0.38239939833995357	0.38239939833995357		0.38239939833995357	0.38239939833995357	0.38239939833995357	0.38239939833995357	109649.90625	76827.140625	241994.5625		541287.9375	107152.070313	123904.226563	72392.804688	1	1	1	1	1	1	1	1	-0.0015924699998777214	-0.0011454699998694196	-0.0014714699999558434		-0.0017154699999082368	-9.104699998943033E-4	-9.964699999045479E-4	-0.0014084699998875294	-1.8162285974941614	-1.3064197823958097	-1.6782266075131866		-1.9565116512668952	-1.0383996966116402	-1.1364836262526958	-1.6063743466921434	5.402119576369629	40.0645998383426	8.187977424066364		45.10563233617799	6.647792572874538	7.692310772957075	40.627267903744254	22.67671420314499	22.66724171383573	22.875895523527216		22.86402388241677	22.783211643027222	22.836818927329716	22.6306533025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	1.248923081214339	1.8530430812591123	3.0774729340614475	0.7627198849122482	567145.6811000002	1943571.0700999997	689700.551	-78774.66099999996	2278397.3199	2845543.001	4221968.39	331990.14999999997	1021690.701	253215.489	0.6935132957631633	0.6935132957631633	0.6935132957631633	4221968.39	566839.184	1387775.021	556721.821	2845543.001	2489461.855	2278397.3199	641744.674	170766.943	164098.369	253215.489	371078.197	1021690.701	285709.595	331990.14999999997	204430.017	4221968.39	566839.184	1387775.021	556721.821	2845543.001	2489461.855	2278397.3199	641744.674	170766.943	164098.369	253215.489	371078.197	1021690.701	285709.595	331990.14999999997	204430.017	0.523	0.88	0.877	0.692	0.699	0.725	0.466	0.584	0.196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	1.0	1.0	1.0	1.0	1.0	1.0	1.0	356		324	333	275			358	MS2		MS2	MS2	MS2			MS2	876.799966		876.800066	876.800129	876.799963			876.800368	0.6935132957631633		0.6935132957631633	0.6935132957631633	0.6935132957631633			0.6935132957631633	95923.4375		146637.140625	82887.632813	112034.570313			74708.328125	1	1	1	1	1	1	1	1	-0.0014994699998851502		-0.0013994699999102522	-0.001336469999955625	-0.001502469999877576			-0.001097469999876921	-1.7101609488549694		-1.596109738883365	-1.5242574899925274	-1.7135824855482746			-1.2516752425627407	5.222704047154449		6.278493770303576	5.0346404619150125	7.74038584234043			6.489503266104593	22.528681203144988		22.591412523527215	22.524366197665724	22.71261688241677			22.4924833025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	4.551525871147718	1.535390148361191	0.5958332627674697	0.5008594261091208	4548741.347	685719.7139999999	-345416.62299999996	-426584.95999999996	1280785.08	5829526.427	1966504.794	854638.918	509222.295	428053.958	1.1032091134719835	1.1032091134719835	1.1032091134719835	1380213.851	1742652.287	1966504.794	1611672.135	5829526.427	2688332.7860999997	1271162.864	1280785.08	200843.713	281482.136	428053.958	509222.295	149481.358	164544.74	854638.918	323507.911	1380213.851	1742652.287	1966504.794	1611672.135	5829526.427	2688332.7860999997	1271162.864	1280785.08	200843.713	281482.136	428053.958	509222.295	149481.358	164544.74	854638.918	323507.911	1.131	1.099	1.138	1.051	1.203	1.009	1.22	0.857	0.049	0.0	0.0	0.0	0.264	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.347	0.0	0.0	0.0	0.65	1.0	1.0	1.0	0.74	1.0	1.0	1.0	568	491	500	533	501		529	593	MS2	MS2	MS2	MS2	MS2		MS2	MS2	876.798375	876.799141	876.79867	876.798542	876.798533		876.79918	876.800268	1.1032091134719835	1.1032091134719835	1.1032091134719835	1.1032091134719835	1.1032091134719835		1.1032091134719835	1.1032091134719835	106188.039063	287999.5	234582.40625	107992.289063	188963.78125		111369.539063	223488.671875	1	1	1	1	1	1	1	1	-0.0030904699999609875	-0.0023244699999622753	-0.002795469999909983	-0.0029234699999278746	-0.0029324699999051518		-0.002285469999947054	-0.0011974699999655058	-3.5247191996070533	-2.651084424092674	-3.1882669838560482	-3.3342530022022725	-3.344517645693743		-2.606604365376302	-1.3657263740977985	8.575844701432247	5.047806297425217	6.937697986727704	6.458457367385447	7.630563242493646		6.237615397792609	5.876823720090894	22.067053203144987	22.17213671383573	22.201795523527217	22.084848197665725	22.20851388241677		22.115798927329717	21.9821783025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	2.0955060136175057	3.52797854811664	1.4076171286830208	2.3690959367539524	1534086.6950999978	3540042.8733000034	88932.057	298703.1440000001	1400345.298	2934431.9930999978	4940388.171300003	218175.466	307107.523	516878.61000000004	1.405285474732639	1.405285474732639	1.405285474732639	1521198.447	518232.215	4940388.171300003	567213.039	2934431.9930999978	1751210.834	485563.371	1400345.298	310294.994	243407.038	516878.61000000004	307107.523	118375.57	83327.746	207617.544	218175.466	1521198.447	518232.215	4940388.171300003	567213.039	2934431.9930999978	1751210.834	485563.371	1400345.298	310294.994	243407.038	516878.61000000004	307107.523	118375.57	83327.746	207617.544	218175.466	1.364	1.384	1.709	1.427	1.118	1.531	1.366	1.315	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.78	1.0	1.0		616		668			681			MS2		MS2			MS2			876.800524		876.800149			876.800158			1.405285474732639		1.405285474732639			1.405285474732639			96451.257813		117653.710938			112677.351563		1	1	1	1	1	1	1	1		-9.414699999297227E-4		-0.0013164699998924334			-0.0013074699999151562			-1.0737555295331942		-1.5014472543201758			-1.491182648665465			38.98260385565913		7.532424134788739			37.38252539906907			21.896659713835728		21.787627197665724			21.774963927329715		
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	4.555440796956827	1.0424663342365277	1.8872546740339051	2.3246696151239825	6426151.126	76754.21899999888	145194.501	216775.126	1807413.34	8233564.466	1884167.558999999	163644.673	308839.174	380419.799	1.7306438472194878	1.7306438472194878	1.7306438472194878	1884167.558999999	901792.636	1411912.825	764445.307	8233564.466	2690380.366	255866.055	1807413.34	239863.05	181555.62	380419.799	308839.174	117269.679	128990.356	163644.673	41928.384	1884167.558999999	901792.636	1411912.825	764445.307	8233564.466	2690380.366	255866.055	1807413.34	239863.05	181555.62	380419.799	308839.174	117269.679	128990.356	163644.673	41928.384	1.364	1.886	1.696	1.773	1.9	1.571	1.733	1.921	0.0	0.0	0.0	0.0	0.263	0.163	0.0	0.335	0.0	0.0	0.0	0.0	0.837	0.163	0.0	0.34	1.0	1.0	1.0	1.0	0.67	0.65	1.0	0.58		839	681	797		834	823			MS2	MS2	MS2		MS2	MS2			876.797896	876.800241	876.79926		876.798572	876.799565			1.7306438472194878	1.7306438472194878	1.7306438472194878		1.7306438472194878	1.7306438472194878			162771.609375	175906.890625	308508.3125		243163.171875	106073.601563		1	1	1	1	1	1	1	1		-0.003569469999888497	-0.0012244699998973374	-0.002205469999921661		-0.0028934699998899305	-0.001900469999895904			-4.071026838787197	-1.39652018396756	-2.5153632316814085		-3.3000375252896132	-2.1675065622934353			38.55763982305953	41.08395418070622	37.53635814150911		7.383899237464376	5.548562282305795			21.40001471383573	21.794063523527214	21.499839197665725		21.441049643027224	21.461196927329716		
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	0.3629605270157954	0.408896827467287	6.268876088853359	4.251555531241857	-5658228.823599999	-5250219.414000001	740068.3060000001	456714.70599999995	8882069.422	3223840.5984000014	3631850.008	140460.374	880528.68	597175.08	2.103359379201776	2.103359379201776	2.103359379201776	1762123.213	3631850.008	2896738.695600003	697583.881	448729.547	3223840.5984000014	8882069.422	560785.6605	91332.361	155940.506	597175.08	278298.059	203625.392	880528.68	140460.374	65613.08000000002	1762123.213	3631850.008	2896738.695600003	697583.881	448729.547	3223840.5984000014	8882069.422	560785.6605	91332.361	155940.506	597175.08	278298.059	203625.392	880528.68	140460.374	65613.08000000002	2.118	1.969	2.297	2.138	2.105	2.207	1.876	2.013	0.207	0.247	0.0	0.0	0.0	0.0	0.683	0.0	0.095	0.118	0.0	0.0	0.0	0.0	0.308	0.0	0.75	0.8	1.0	1.0	1.0	1.0	0.82	1.0	961	1046		968	910				MS2	MS2		MS2	MS2				876.79675	876.798436		876.797377	876.797808				2.103359379201776	2.103359379201776		2.103359379201776	2.103359379201776				196467.140625	196793.4375		191577.796875	193386.0				1	1	1	1	1	1	1	1	-0.004715469999950983	-0.003029469999887624		-0.00408846999994239	-0.003657469999893692				-5.378061734287656	-3.455147705846789		-4.662955831551521	-4.171392399009989				5.757506459895843	7.630090668349539		47.4302733235912	6.1319328280260095				21.21564420314499	20.96673871383573		21.143077197665725	21.30762988241677				
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	0.9803052268125161	1.66482324319393	1.9353187882521379	0.5465580676649193	-52024.88900000043	1756169.2689999999	323940.10400000005	-157045.949	2641558.169	2589533.28	4397727.438	346341.919	670282.023	189295.97	2.565451136867548	2.565451136867548	2.565451136867548	1412408.008	1141443.6558000022	4397727.438	670876.476	2589533.28	1272250.751	2221425.33	2641558.169	83555.202	189295.97	176777.08	278353.39	670282.023	282552.398	181946.677	346341.919	1412408.008	1141443.6558000022	4397727.438	670876.476	2589533.28	1272250.751	2221425.33	2641558.169	83555.202	189295.97	176777.08	278353.39	670282.023	282552.398	181946.677	346341.919	2.428	3.077	2.561	2.427	2.692	2.471	2.448	2.606	0.125	0.0	0.127	0.0	0.0	0.034	0.091	0.0	0.139	0.0	0.263	0.0	0.0	0.037	0.1	0.0	0.75	1.0	0.7	1.0	1.0	0.84	0.73	1.0	1072		1132	1108	1169	1132	1188	1079	MS2		MS2	MS2	MS2	MS2	MS2	MS2	876.798797		876.798252	876.798433	876.798304	876.798018	876.798567	876.798853	2.565451136867548		2.565451136867548	2.565451136867548	2.565451136867548	2.565451136867548	2.565451136867548	2.565451136867548	125384.3125		189887.640625	276794.40625	163891.875	636073.5	210444.96875	144577.59375	1	1	1	1	1	1	1	1	-0.0026684699998895667		-0.003213469999877816	-0.0030324699998800497	-0.0031614699998954165	-0.003447469999969144	-0.0028984699998773067	-0.0026124699999172663	-3.043421523400606		-3.6650027325942562	-3.458569254481157	-3.6056958682975075	-3.931883709177104	-3.30574010459085	-2.9795526723199752	6.194145378786597		42.61557405948768	6.895720864291235	5.702425824607007	5.325829220175576	8.683855958265038	6.49158936692273	20.979190203144988		20.821161523527216	20.844289197665724	20.75738588241677	20.812779643027223	20.678508927329716	20.9288373025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	2.3836577540136465	1.2779345650770868	1.220890682782706	1.8662533535466523	9336220.969199998	1875361.524199998	76358.87400000001	299451.882	6747492.970800001	1.608371394E7	8622854.495	345686.26	422045.134	645138.142	3.0989723781256013	3.0989723781256013	3.0989723781256013	8622854.495	4507324.019	5051964.106	1212048.076	1.608371394E7	936625.521	6747492.970800001	1604957.273	124931.843	222818.062	645138.142	152325.312	204433.611	422045.134	345686.26	339419.513	8622854.495	4507324.019	5051964.106	1212048.076	1.608371394E7	936625.521	6747492.970800001	1604957.273	124931.843	222818.062	645138.142	152325.312	204433.611	422045.134	345686.26	339419.513	3.109	3.068	3.045	3.031	2.953	3.158	3.815	3.144	0.0	0.0	0.0	0.065	0.636	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.596	0.0	0.0	0.0	1.0	1.0	1.0	0.65	0.59	1.0	1.0	1.0				1506	1482	1556		1469				MS2	MS2	MS2		MS2				876.798602	876.798278	876.798989		876.798194				3.0989723781256013	3.0989723781256013	3.0989723781256013		3.0989723781256013				261288.21875	245341.328125	200047.609375		361024.09375	1	1	1	1	1	1	1	1				-0.002863469999965673	-0.0031874699999434597	-0.0024764699999195727		-0.0032714699999587538				-3.2658220508480054	-3.6353492996313896	-2.824442639301506		-3.7311527050311883				40.36598438322832	8.01311013864976	5.069713277530974		5.456984829608973				20.070882197665725	20.15466288241677	19.986811643027224		20.155738302561502	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	2.1663609802284762	0.8476493713673382	1.2061677101570587	0.6347386715101693	5534627.812300001	-722935.7298000017	65181.33999999997	-115479.88200000001	4745210.021699999	1.0279837834E7	4022274.2918999977	316156.88	381338.22	200676.998	3.4151897061284817	3.4151897061284817	3.4151897061284817	4022274.2918999977	951574.033	3824022.818	1.0279837834E7	5562988.422	4055340.5760000013	4745210.021699999	3740719.5702000028	132920.86	200676.998	151765.92	223040.34	192422.455	381338.22	308458.06	316156.88	4022274.2918999977	951574.033	3824022.818	1.0279837834E7	5562988.422	4055340.5760000013	4745210.021699999	3740719.5702000028	132920.86	200676.998	151765.92	223040.34	192422.455	381338.22	308458.06	316156.88	2.924	3.522	3.355	3.401	3.176	3.159	3.249	3.139	0.0	0.0	0.12	0.315	0.237	0.0	0.0	0.0	0.0	0.0	0.275	0.407	0.215	0.0	0.0	0.0	1.0	1.0	0.68	0.65	0.68	1.0	1.0	1.0		1597	1611	1643						MS2	MS2	MS2						876.799482	876.800553	876.800229						3.4151897061284817	3.4151897061284817	3.4151897061284817						135373.71875	125489.554688	181898.828125					1	1	1	1	1	1	1	1		-0.001983469999913723	-9.124699998892538E-4	-0.0012364699999807272						-2.262169172958141	-1.0406807180066406	-1.410206322425873						6.541185737656342	7.828856886124109	5.652972752046585						19.85078771383573	19.856032523527215	19.773753197665723					
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	7.144180439016932	2.9944889576593336	1.3266045131992314	1.7228121129722795	7531967.507000001	2444984.5135999923	85879.706	190061.34100000001	1225870.168	8757837.675	3670854.6815999923	262947.089	348826.795	453008.43	3.8428764821552757	3.8428764821552757	3.8428764821552757	933019.9085999997	3670854.6815999923	972391.279	1047104.178	8757837.675	3708614.0391000025	1225870.168	900899.534	56731.3	453008.43	284880.069	348826.795	129695.477	338332.08999999997	186398.691	262947.089	933019.9085999997	3670854.6815999923	972391.279	1047104.178	8757837.675	3708614.0391000025	1225870.168	900899.534	56731.3	453008.43	284880.069	348826.795	129695.477	338332.08999999997	186398.691	262947.089	3.743	4.18	3.904	3.858	3.902	4.376	3.811	3.682	0.0	0.0	0.0	0.0	0.213	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.844	0.0	0.07	0.0	1.0	1.0	1.0	1.0	0.59	1.0	0.78	1.0			1883	1837	1940		1844	1717			MS2	MS2	MS2		MS2	MS2			876.800422	876.800459	876.799671		876.801332	876.800006			3.8428764821552757	3.8428764821552757	3.8428764821552757		3.8428764821552757	3.8428764821552757			165433.328125	180268.265625	394183.4375		110332.257813	277912.53125	1	1	1	1	1	1	1	1			-0.0010434699998995711	-0.0010064699998793003	-0.0017944699999361546		-1.334699999233635E-4	-0.0014594699998724536			-1.1900876424313545	-1.1478887355690723	-2.046612169985613		-0.15222366977895277	-1.6645404617185577			6.304424865699351	5.93773820435389	7.82063139443403		30.44626940967214	5.564142128140828			19.263803523527216	19.342964197665722	19.14422988241677		19.325302927329716	19.617102302561502	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	1.8818616448099008	1.1165422565772274	1.337740623568896	1.7830817174391165	975144.4589999998	128870.02899999986	98028.527	227287.87099999998	1105779.421	2080923.88	1234649.45	290247.96	388276.487	517535.831	4.218210039686753	4.218210039686753	4.218210039686753	301079.782	944420.535	1234649.45	675447.456	463312.816	2080923.88	754134.1934999997	1105779.421	89561.195	517535.831	287145.281	280098.771	388276.487	384390.544	119805.93	290247.96	301079.782	944420.535	1234649.45	675447.456	463312.816	2080923.88	754134.1934999997	1105779.421	89561.195	517535.831	287145.281	280098.771	388276.487	384390.544	119805.93	290247.96	4.206	4.178	4.294	4.156	4.177	4.379	4.113	4.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1942		1908		1964		1997		MS2		MS2		MS2		MS2		876.798838		876.800592		876.799739		876.799444		4.218210039686753		4.218210039686753		4.218210039686753		4.218210039686753		525597.0		208563.53125		206915.03125		208293.15625	1	1	1	1	1	1	1	1		-0.002627469999879395		-8.734699998740325E-4		-0.0017264699998804645		-0.002021469999931469		-2.996660399453296		-0.9962008025514727		-1.9690572921047234		-2.3055086874471016		8.68695414265968		6.9995019707290975		8.089267404517981		8.460953960715333		19.08876371383573		19.182186197665725		19.085009643027224		18.9997523025615	
TG(16:0/18:1/18:1)+NH4	TG	(16:0/18:1/18:1)	(16:0)	(18:1)	(18:1)	876.8014654699999	C55 H106 O6 N1	2.0233060002113232	1.0381307032227052	4.29726446153462	3.071829108957471	1574972.832400002	58687.06099999999	528998.777	332395.256	1539102.509	3114075.341400002	1597789.57	160435.653	689434.43	492830.909	4.431118651562146	4.431118651562146	4.431118651562146	154696.14060000153	1597789.57	609284.128	2701151.5112999952	3114075.341400002	2080923.88	189661.196	1539102.509	27747.350000000006	492830.909	274846.013	689434.43	376963.54	384390.544	144792.874	160435.653	154696.14060000153	1597789.57	609284.128	2701151.5112999952	3114075.341400002	2080923.88	189661.196	1539102.509	27747.350000000006	492830.909	274846.013	689434.43	376963.54	384390.544	144792.874	160435.653	4.775	4.183	4.483	4.287	4.69	4.379	4.471	4.671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.79			2068			2168	2076				MS2			MS2	MS2				876.799534			876.798289	876.800218				4.431118651562146			4.431118651562146	4.431118651562146				259752.28125			264562.8125	143518.4375		1	1	1	1	1	1	1	1			-0.0019314699999313234			-0.003176469999971232	-0.0012474699999529548				-2.20286247505598			-3.622803616984207	-1.4227519495562306				6.436660248868089			5.585232423600249	15.626612395482399				18.844805523527214			18.637485643027222	18.809168927329715		
